time/episodes,time/time_elapsed,time/total_timesteps,time/fps,eval/mean_ep_length,eval/mean_reward,train/ent_coef,train/n_updates,train/ent_coef_loss,train/critic_loss,train/learning_rate,train/actor_loss
3944,152,31719,208,,,0.1776888519525528,1718,-22.84445571899414,13.682790756225586,0.0009968173100038788,-11.462297439575195
3948,152,31756,207,,,0.17125312983989716,1755,-23.315719604492188,10.249534606933594,0.0009968136032217332,-10.446732521057129
,,31800,,11.5,-6.742671700000001,0.16390156745910645,1799,-24.12820816040039,9.335624694824219,0.0009968091951744217,-9.926304817199707
3952,154,31801,206,,,0.163737952709198,1800,-23.91481590270996,11.183570861816406,0.0009968090949917547,-9.969582557678223
3956,155,31846,205,,,0.15655551850795746,1845,-24.579330444335938,7.1769938468933105,0.0009968045867821654,-9.788228988647461
3960,155,31890,204,,,0.14983044564723969,1889,-25.191497802734375,7.740140914916992,0.0009968001787747257,-9.176898956298828
,,31900,,10.6,-6.804803699999999,0.14834491908550262,1899,-25.116374969482422,7.60327672958374,0.0009967991769575717,-9.564482688903809
3964,157,31936,203,,,0.14311502873897552,1935,-25.693754196166992,10.985295295715332,0.0009967955704241536,-12.123379707336426
3968,158,31972,202,,,0.13806618750095367,1971,-26.559364318847656,10.297479629516602,0.0009967919639037844,-11.756034851074219
,,32000,,11.3,-7.907423800000001,0.13426105678081512,1999,-26.5622615814209,11.238638877868652,0.0009967891588414076,-12.420243263244629
3972,159,32006,201,,,0.13346053659915924,2005,-26.921058654785156,7.3159990310668945,0.0009967885577576395,-11.736982345581055
3976,159,32049,200,,,0.1278555989265442,2048,-27.264095306396484,8.252937316894531,0.0009967842500012423,-12.073470115661621
,,32100,,9.6,-7.142641299999999,0.12151137739419937,2099,-27.74770736694336,9.505043029785156,0.0009967791408259283,-11.776529312133789
3980,161,32102,199,,,0.12126914411783218,2101,-27.930744171142578,12.621780395507812,0.0009967789404666458,-10.93068790435791
3984,161,32136,198,,,0.11722452938556671,2135,-28.436717987060547,10.084728240966797,0.0009967755343650033,-12.236516952514648
3988,162,32157,198,,,0.11479292809963226,2156,-28.786020278930664,10.600486755371094,0.0009967734306021562,-11.763498306274414
3992,162,32184,197,,,0.11174043267965317,2183,-29.181175231933594,10.933246612548828,0.0009967707257707344,-11.351524353027344
,,32200,,9.7,-7.7799707,0.10997023433446884,2199,-29.298933029174805,8.742574691772461,0.0009967691229111329,-11.465518951416016
3996,163,32215,196,,,0.10833809524774551,2214,-29.537555694580078,14.019865036010742,0.0009967676202325977,-11.601750373840332
4000,164,32271,195,,,0.10245253890752792,2270,-30.159420013427734,10.245330810546875,0.000996762010252748,-11.880166053771973
,,32300,,9.5,-5.3050335,0.09952955693006516,2299,-30.477890014648438,12.649520874023438,0.0009967591050970206,-10.968832015991211
4004,165,32305,194,,,0.09903472661972046,2304,-30.582256317138672,11.195100784301758,0.000996758604208958,-11.572546005249023
4008,166,32337,194,,,0.09592965990304947,2336,-31.087181091308594,8.065884590148926,0.0009967553985313169,-11.256591796875
4012,167,32379,193,,,0.09199655055999756,2378,-31.7091064453125,11.867382049560547,0.000996751191095059,-11.362345695495605
,,32400,,11.5,-8.1713143,0.09009019285440445,2399,-31.800981521606445,8.515073776245117,0.00099674908738359,-11.458359718322754
4016,168,32417,192,,,0.08857770264148712,2416,-32.233577728271484,8.577119827270508,0.0009967473843823197,-10.910079956054688
4020,169,32461,191,,,0.08477634936571121,2460,-32.474212646484375,10.05936336517334,0.0009967429766278369,-10.137075424194336
,,32500,,10.0,-6.8887816,0.08154121786355972,2499,-33.416343688964844,9.038095474243164,0.0009967390697708405,-11.671958923339844
4024,170,32509,190,,,0.08081173896789551,2508,-33.21033477783203,11.603730201721191,0.0009967381681906314,-11.738445281982422
4028,171,32537,189,,,0.07858431339263916,2536,-33.848297119140625,5.676069259643555,0.0009967353632796406,-10.555608749389648
4032,172,32580,189,,,0.07528488337993622,2579,-34.306243896484375,8.081291198730469,0.0009967310557531305,-10.64702320098877
,,32600,,9.6,-7.2596495,0.07379905879497528,2599,-34.65912628173828,8.414119720458984,0.000996729052258771,-11.211100578308105
4036,173,32636,187,,,0.07119686156511307,2635,-35.082427978515625,10.60721206665039,0.000996725445979072,-12.503777503967285
4040,174,32662,187,,,0.06937406212091446,2661,-35.51789093017578,11.408659934997559,0.0009967228414518485,-10.684504508972168
4044,175,32685,186,,,0.06780087947845459,2684,-35.398948669433594,9.514982223510742,0.0009967205374526702,-11.039600372314453
,,32700,,9.4,-6.4162696,0.06679492443799973,2699,-35.84904098510742,10.120893478393555,0.0009967190348473798,-11.267255783081055
4048,176,32722,185,,,0.065346859395504,2721,-36.040618896484375,10.997201919555664,0.0009967168310303848,-11.049020767211914
4052,176,32758,185,,,0.0630439817905426,2757,-36.59684753417969,11.398355484008789,0.0009967132247949038,-11.634075164794922
4056,176,32793,185,,,0.060881901532411575,2792,-37.05263137817383,9.496244430541992,0.0009967097187451397,-11.732460975646973
,,32800,,9.2,-5.822228,0.06045863404870033,2799,-37.317100524902344,10.365854263305664,0.000996709017536667,-10.241564750671387
4060,177,32846,184,,,0.05774839222431183,2845,-37.65178680419922,8.125764846801758,0.0009967044096075462,-10.463861465454102
4064,178,32879,184,,,0.055878523737192154,2878,-38.41920471191406,8.722476959228516,0.0009967011039323872,-11.180814743041992
,,32900,,10.8,-6.5978534,0.054720643907785416,2899,-38.552249908447266,7.237610816955566,0.0009966990003266306,-10.704793930053711
4068,178,32923,184,,,0.05348103493452072,2922,-38.87451934814453,10.684402465820312,0.000996696696382563,-11.493452072143555
4072,179,32956,184,,,0.0517517626285553,2955,-39.243263244628906,10.216595649719238,0.0009966933907329858,-10.893678665161133
4076,179,32979,183,,,0.05057978630065918,2978,-39.42381286621094,12.071800231933594,0.000996691086801885,-10.479660034179688
,,33000,,11.1,-7.327118399999999,0.0495317205786705,2999,-39.81404495239258,8.304304122924805,0.0009966889832172703,-11.789713859558105
4080,179,33032,183,,,0.047976233065128326,3031,-40.143157958984375,9.551547050476074,0.0009966857777635376,-10.60521125793457
4084,180,33069,183,,,0.046239450573921204,3068,-40.79957580566406,8.422643661499023,0.00099668207147051,-10.736529350280762
,,33100,,9.4,-5.9710540000000005,0.044832728803157806,3099,-41.09840774536133,7.881106853485107,0.0009966789662085847,-10.559916496276855
4088,181,33115,182,,,0.04416757449507713,3114,-41.31774139404297,9.911006927490234,0.000996677463665965,-11.3482666015625
4092,181,33155,182,,,0.04243982955813408,3154,-42.10747528076172,8.452369689941406,0.00099667345689672,-11.600702285766602
4096,181,33191,182,,,0.040942467749118805,3190,-42.32098388671875,10.981815338134766,0.0009966698508181715,-10.490495681762695
,,33200,,9.5,-5.6468468000000005,0.04057666286826134,3199,-42.631080627441406,12.979536056518555,0.0009966689493005729,-11.71151065826416
4100,182,33227,182,,,0.039498794823884964,3226,-42.53891372680664,12.75964641571045,0.0009966662447526702,-11.746849060058594
4104,182,33266,181,,,0.03799301013350487,3265,-43.50231170654297,8.047974586486816,0.0009966623381964337,-10.356019973754883
,,33300,,6.8,-3.5031136000000003,0.036726344376802444,3299,-43.941139221191406,10.826107025146484,0.000996658932493234,-11.781181335449219
4108,183,33309,181,,,0.03639794886112213,3308,-44.05474090576172,12.48409366607666,0.0009966580309855113,-11.286564826965332
4112,183,33346,181,,,0.035078536719083786,3345,-44.57780838012695,7.612082481384277,0.0009966543247956637,-10.869731903076172
4116,184,33377,181,,,0.034010350704193115,3376,-44.89557647705078,10.104713439941406,0.0009966512196201856,-11.206623077392578
4120,184,33395,181,,,0.033405691385269165,3394,-45.17298889160156,10.300663948059082,0.0009966494166195091,-10.549263000488281
,,33400,,11.5,-8.733549499999999,0.03323961794376373,3399,-45.04944610595703,13.737525939941406,0.0009966489157865667,-10.741588592529297
4124,185,33440,180,,,0.031941406428813934,3439,-45.65199661254883,12.722704887390137,0.0009966449091320876,-11.00336742401123
4128,185,33465,180,,,0.031155535951256752,3464,-46.08992004394531,8.523150444030762,0.0009966424049812177,-10.502225875854492
,,33500,,11.2,-6.7211722,0.030087143182754517,3499,-46.405982971191406,11.996670722961426,0.0009966388991805703,-11.413219451904297
4132,186,33501,180,,,0.030057182535529137,3500,-46.46214294433594,12.361066818237305,0.0009966387990150186,-10.41694164276123
4136,186,33547,179,,,0.028710706159472466,3546,-46.81410217285156,12.47663402557373,0.0009966341914105282,-10.694791793823242
4140,186,33582,179,,,0.027726709842681885,3581,-47.46783447265625,10.78359603881836,0.0009966306856387728,-10.951495170593262
,,33600,,11.3,-8.4889251,0.027234001085162163,3599,-47.766544342041016,13.609787940979004,0.0009966288826752435,-11.20078182220459
4144,187,33627,179,,,0.026511257514357567,3626,-48.435546875,11.143877983093262,0.000996626178236065,-12.187052726745605
4148,188,33672,178,,,0.025348840281367302,3671,-48.820499420166016,11.814940452575684,0.0009966216708537424,-11.630720138549805
,,33700,,10.7,-6.570500600000001,0.024651212617754936,3699,-48.5953254699707,14.287885665893555,0.0009966188662705855,-10.94449520111084
4152,188,33704,178,,,0.024553166702389717,3703,-49.107601165771484,15.136622428894043,0.000996618465616493,-10.952646255493164
4156,189,33743,178,,,0.023617584258317947,3742,-49.70417785644531,9.717589378356934,0.0009966145592475329,-10.900762557983398
4160,189,33786,178,,,0.02262638509273529,3785,-50.031036376953125,12.347099304199219,0.0009966102522430938,-10.584516525268555
,,33800,,10.8,-6.8662131,0.02231306955218315,3799,-50.467838287353516,12.032065391540527,0.0009966088499665953,-10.036003112792969
4164,190,33821,177,,,0.02185121923685074,3820,-50.619510650634766,12.082443237304688,0.0009966067465555471,-10.947072982788086
4168,190,33873,177,,,0.020747460424900055,3872,-51.082130432128906,17.449771881103516,0.0009966015381282483,-9.803353309631348
,,33900,,8.7,-5.7982001,0.020196806639432907,3899,-51.42218780517578,14.4871187210083,0.0009965988337632715,-10.795316696166992
4172,191,33916,177,,,0.01987738162279129,3915,-51.98208236694336,9.322805404663086,0.0009965972311800817,-10.619974136352539
4176,192,33971,176,,,0.01881733164191246,3970,-52.987937927246094,13.016142845153809,0.000996591722320021,-11.077999114990234
,,34000,,10.2,-7.545854499999999,0.01828131265938282,3999,-52.9395751953125,14.50208568572998,0.0009965888176606138,-11.897287368774414
4180,192,34004,176,,,0.018208608031272888,4003,-53.09455108642578,18.158784866333008,0.0009965884170186014,-10.834115982055664
4184,192,34039,176,,,0.017584554851055145,4038,-53.10436248779297,13.40775203704834,0.0009965849114078626,-11.28969955444336
4188,193,34069,176,,,0.01706717722117901,4068,-54.32426071166992,18.26560401916504,0.0009965819066084726,-11.88070297241211
4192,193,34097,176,,,0.016597487032413483,4096,-54.091102600097656,15.4266996383667,0.0009965791021372158,-12.360845565795898
,,34100,,10.5,-6.9581921,0.016547929495573044,4099,-54.407676696777344,15.338188171386719,0.0009965788016586207,-12.580747604370117
4196,194,34134,175,,,0.015996817499399185,4133,-54.958038330078125,11.82405948638916,0.0009965753962408743,-11.101017951965332
4200,194,34164,175,,,0.015525992028415203,4163,-54.93925094604492,12.042678833007812,0.0009965723914701734,-10.841409683227539
,,34200,,7.7,-4.758956700000001,0.014978635124862194,4199,-55.65898132324219,11.726566314697266,0.0009965687857572912,-12.183148384094238
4204,195,34214,175,,,0.014771255664527416,4213,-56.03672790527344,25.006744384765625,0.000996567383539138,-11.644925117492676
4208,195,34257,174,,,0.014151926152408123,4256,-56.00697326660156,11.619180679321289,0.000996563076738575,-12.417398452758789
4212,196,34295,174,,,0.013626009225845337,4294,-57.092430114746094,32.76295471191406,0.000996559270744267,-17.959640502929688
,,34300,,6.6,-3.4370728,0.013558384031057358,4299,-57.384613037109375,43.80030822753906,0.0009965587699566243,-23.597427368164062
4216,196,34339,174,,,0.013042072765529156,4338,-57.49909210205078,37.037437438964844,0.0009965548638216487,-21.692729949951172
4220,197,34382,174,,,0.012495036236941814,4381,-57.9571533203125,38.93462371826172,0.0009965505570751914,-25.745498657226562
,,34400,,6.7,-3.1390764,0.012273077853024006,4399,-58.932579040527344,40.651145935058594,0.0009965487542566193,-25.93270492553711
4224,197,34426,173,,,0.011959168128669262,4425,-58.80436706542969,31.8496036529541,0.0009965461501911061,-27.71573829650879
4228,198,34449,173,,,0.011688397265970707,4448,-59.28617477416992,43.775596618652344,0.0009965438466003629,-29.64145278930664
4232,198,34494,173,,,0.01117540430277586,4493,-59.616546630859375,50.46833801269531,0.0009965393395903969,-32.099098205566406
,,34500,,10.0,-6.694351899999999,0.011108695529401302,4499,-59.73472595214844,48.33076477050781,0.0009965387386572748,-32.00678634643555
4236,198,34519,173,,,0.010900286957621574,4518,-59.888648986816406,55.197933197021484,0.0009965368357047787,-32.57908630371094
4240,199,34553,173,,,0.010537168942391872,4552,-60.357234954833984,86.88780975341797,0.0009965334304304348,-34.285301208496094
4244,199,34598,173,,,0.010074764490127563,4597,-61.199867248535156,71.62232208251953,0.0009965289234675771,-35.52149200439453
,,34600,,13.5,-10.542483599999999,0.010054664686322212,4599,-60.598846435546875,81.91642761230469,0.0009965287231585899,-36.82532501220703
4248,200,34654,172,,,0.009527862071990967,4653,-61.99786376953125,125.05628967285156,0.0009965233148311538,-44.14019775390625
4252,201,34698,172,,,0.009118837304413319,4697,-62.233177185058594,80.20719146728516,0.0009965189080675377,-42.4124641418457
,,34700,,9.8,-6.0531472,0.009100688621401787,4699,-62.321556091308594,122.19139099121094,0.0009965187077605635,-42.64004135131836
4256,201,34742,172,,,0.008727741427719593,4741,-62.53205871582031,123.27996826171875,0.0009965145013234088,-47.86362838745117
4260,202,34789,172,,,0.008328180760145187,4788,-63.57080078125,172.8873748779297,0.0009965097941409783,-51.671592712402344
,,34800,,9.8,-7.0358757,0.008237354457378387,4799,-63.55944061279297,152.3450164794922,0.000996508692463195,-52.75144577026367
4264,202,34832,171,,,0.00797883328050375,4831,-63.76763916015625,139.18153381347656,0.0009965054875892957,-53.996368408203125
4268,203,34852,171,,,0.007821502164006233,4851,-64.54241943359375,168.01051330566406,0.0009965034845483428,-51.87004852294922
4272,203,34886,171,,,0.0075609926134347916,4885,-64.87956237792969,187.44146728515625,0.000996500079387963,-53.57017135620117
,,34900,,9.5,-5.5710514,0.007456307299435139,4899,-65.38414001464844,161.37789916992188,0.0009964986772664829,-60.4329833984375
4276,203,34919,171,,,0.007316284812986851,4918,-65.35686492919922,171.59765625,0.0009964967743904868,-64.3609390258789
4280,204,34961,171,,,0.007016436196863651,4960,-65.70185852050781,220.28334045410156,0.0009964925680459155,-62.31109619140625
4284,204,34998,170,,,0.006762418895959854,4997,-66.08538818359375,331.19464111328125,0.000996488862471361,-66.62259674072266
,,35000,,8.9,-4.9707994,0.006748966407030821,4999,-66.2755126953125,170.56747436523438,0.0009964886621704264,-65.76167297363281
4288,205,35041,170,,,0.006478800904005766,5040,-66.72465515136719,288.4764404296875,0.0009964845560101376,-67.06779479980469
4292,205,35059,170,,,0.006363615859299898,5058,-66.8525390625,232.09616088867188,0.0009964827533109652,-73.04723358154297
4296,205,35084,170,,,0.006206973921507597,5083,-67.31352996826172,394.24383544921875,0.0009964802495675247,-72.62130737304688
,,35100,,9.6,-5.953079899999999,0.006108681205660105,5099,-67.63514709472656,305.02008056640625,0.0009964786471750244,-79.20085144042969
4300,206,35107,170,,,0.006066185422241688,5106,-67.41453552246094,237.1944122314453,0.0009964779461291158,-75.87348937988281
4304,206,35150,170,,,0.005811870098114014,5149,-68.55885314941406,317.3069152832031,0.0009964736397150686,-80.15206146240234
4308,207,35187,169,,,0.005601475480943918,5186,-68.32454681396484,327.611083984375,0.0009964699342109014,-82.72295379638672
,,35200,,6.9,-3.0382961,0.005529338028281927,5199,-69.34397888183594,319.988525390625,0.0009964686322802762,-84.40444946289062
4312,207,35218,169,,,0.005430938210338354,5217,-69.41708374023438,467.98431396484375,0.0009964668296099108,-85.40640258789062
4316,207,35242,169,,,0.005302646663039923,5241,-69.84408569335938,456.29595947265625,0.0009964644260544964,-91.86306762695312
4320,208,35285,169,,,0.005080218426883221,5284,-70.69284057617188,493.22900390625,0.0009964601196988782,-102.0390396118164
,,35300,,9.5,-5.4784678,0.005004841834306717,5299,-69.87519836425781,480.42767333984375,0.0009964586174861804,-105.87158203125
4324,208,35331,169,,,0.004852578043937683,5330,-70.77703857421875,660.3355102539062,0.000996455512920448,-109.48112487792969
4328,209,35374,169,,,0.004648970905691385,5373,-71.16705322265625,631.78955078125,0.000996451206603349,-108.77328491210938
,,35400,,10.1,-6.8318118,0.00453015835955739,5399,-71.37852478027344,700.0350341796875,0.0009964486027927361,-113.92057800292969
4332,209,35422,168,,,0.004431955981999636,5421,-71.45228576660156,690.9179077148438,0.0009964463995736856,-124.99034881591797
4336,210,35459,168,,,0.004271549638360739,5458,-72.12779235839844,704.2972412109375,0.0009964426941708143,-132.249755859375
4340,210,35481,168,,,0.004179005045443773,5480,-72.41995239257812,957.6535034179688,0.0009964404909648282,-131.019287109375
,,35500,,7.2,-4.1179045,0.0041005914099514484,5499,-72.69972229003906,735.9271240234375,0.0009964385881999424,-142.95968627929688
4344,211,35516,168,,,0.004035730380564928,5515,-73.20925903320312,1174.02978515625,0.0009964369858744358,-144.18702697753906
4348,211,35538,168,,,0.0039482456631958485,5537,-73.73631286621094,835.2616577148438,0.000996434782681071,-141.77392578125
4352,211,35567,168,,,0.003835748415440321,5566,-73.5173568725586,969.3367309570312,0.000996431878479079,-162.93612670898438
4356,211,35589,167,,,0.003752591786906123,5588,-74.26502227783203,1684.3406982421875,0.0009964296752970072,-168.7434539794922
,,35600,,11.6,-8.2171535,0.003711678786203265,5599,-74.10916137695312,1121.961181640625,0.0009964285737077982,-159.01443481445312
4360,212,35616,167,,,0.0036529775243252516,5615,-74.41191101074219,1177.52587890625,0.0009964269713983952,-167.323974609375
4364,212,35660,167,,,0.0034962843637913465,5659,-75.23819732666016,1302.734619140625,0.000996422565060823,-177.6717987060547
4368,213,35683,167,,,0.00341693009249866,5682,-75.76040649414062,1633.8187255859375,0.000996420261755756,-191.57345581054688
,,35700,,7.6,-4.6334764,0.0033594430424273014,5699,-75.58827209472656,1416.981689453125,0.0009964185593163025,-195.25296020507812
4372,213,35706,167,,,0.0033394054044038057,5705,-75.88174438476562,1388.2095947265625,0.0009964179584560134,-190.68881225585938
4376,213,35728,167,,,0.003266979707404971,5727,-75.79067993164062,2265.228515625,0.0009964157553047197,-202.884765625
4380,214,35747,166,,,0.003205719171091914,5746,-75.71881866455078,1428.45361328125,0.0009964138525870682,-208.51202392578125
4384,214,35794,166,,,0.003058976959437132,5793,-76.48974609375,2401.515380859375,0.0009964091458800669,-220.779296875
,,35800,,9.4,-6.2795812,0.003040738869458437,5799,-77.12298583984375,2391.7392578125,0.0009964085450254543,-229.12892150878906
4388,215,35845,166,,,0.0029073224868625402,5844,-77.61221313476562,2035.744384765625,0.0009964040386274086,-235.51776123046875
4392,215,35884,166,,,0.002796423388645053,5883,-78.25407409667969,2225.70263671875,0.0009964001330989214,-246.7661895751953
,,35900,,10.6,-7.0716836999999995,0.0027521972078830004,5899,-78.56585693359375,2843.2373046875,0.0009963985308352526,-253.1490478515625
4396,216,35927,166,,,0.0026791810523718596,5926,-79.08781433105469,3867.9765625,0.0009963958270211538,-265.6487121582031
4400,217,35980,165,,,0.0025413301773369312,5979,-79.61134338378906,2916.360107421875,0.000996390519555556,-259.6990051269531
,,36000,,9.0,-5.344075899999999,0.002491164254024625,5999,-79.9815673828125,3745.94140625,0.0009963885167456963,-306.44049072265625
4404,217,36020,165,,,0.0024420188274234533,6019,-79.510986328125,3989.554443359375,0.0009963865139398624,-305.3708190917969
4408,218,36055,165,,,0.0023584214504808187,6054,-80.11874389648438,4220.251953125,0.00099638300903934,-334.98193359375
,,36100,,10.8,-7.087202899999999,0.002255014842376113,6099,-80.4200210571289,5305.486328125,0.0009963785027567844,-333.8829040527344
4412,218,36100,164,,,,,,,,
4416,219,36120,164,,,0.002210522536188364,6119,-80.92704010009766,4776.68017578125,0.0009963764999710793,-354.0176696777344
4420,219,36151,164,,,0.0021432670764625072,6150,-81.06307220458984,6174.34375,0.0009963733956611922,-377.0784912109375
4424,220,36197,164,,,0.002047235146164894,6196,-82.54632568359375,6288.6337890625,0.0009963687892836997,-399.75140380859375
,,36200,,5.4,-2.2058184,0.002041127532720566,6199,-81.67965698242188,6107.1640625,0.000996368488868516,-393.9112548828125
4428,220,36221,163,,,0.0019988995045423508,6220,-82.31443786621094,6695.41748046875,0.0009963663859647663,-419.60784912109375
4432,221,36268,163,,,0.001907552476041019,6267,-83.32794189453125,8922.203125,0.0009963616794819807,-459.2725524902344
,,36300,,8.4,-4.750688799999999,0.001847648760303855,6299,-83.04593658447266,9657.583984375,0.0009963584750808901,-500.0347900390625
4436,222,36302,163,,,0.0018439707346260548,6301,-83.13235473632812,11860.5166015625,0.000996358274806164,-504.2469787597656
4440,222,36339,163,,,0.001777268131263554,6338,-83.84001159667969,10869.025390625,0.0009963545697309949,-452.0227966308594
4444,222,36349,163,,,0.001759651699103415,6348,-84.0763931274414,11071.5224609375,0.0009963535683616927,-490.5087585449219
4448,223,36393,163,,,0.0016841687029227614,6392,-84.9486083984375,12557.0810546875,0.0009963491623487188,-506.70587158203125
,,36400,,7.9,-4.7293111,0.0016724613960832357,6399,-84.54541778564453,10160.35546875,0.0009963484613939057,-511.3507385253906
4452,223,36412,162,,,0.0016525755636394024,6411,-84.44910430908203,16605.51171875,0.0009963472597582306,-526.5138549804688
4456,224,36442,162,,,0.0016038886969909072,6441,-84.58789825439453,15907.51171875,0.0009963442556753831,-564.6029052734375
4460,225,36492,162,,,0.0015259415376931429,6491,-86.54954528808594,18150.189453125,0.0009963392488907656,-624.2388305664062
,,36500,,6.7,-3.7176023000000002,0.0015138325979933143,6499,-86.20075225830078,23637.5234375,0.0009963384478075615,-615.3178100585938
4464,226,36539,161,,,0.0014561462448909879,6538,-86.4972915649414,23844.1953125,0.0009963345425361657,-597.5321044921875
4468,226,36570,161,,,0.0014118993422016501,6569,-87.14993286132812,24131.14453125,0.0009963314383570013,-673.9225463867188
,,36600,,10.0,-6.9097834,0.0013703134609386325,6599,-87.62759399414062,20239.80859375,0.000996328434321857,-701.5826416015625
4472,227,36600,160,,,,,,,,
4476,228,36639,160,,,0.0013180659152567387,6638,-88.73988342285156,19615.201171875,0.0009963245290897102,-762.4779663085938
4480,229,36691,159,,,0.0012514813570305705,6690,-88.41883087158203,19721.197265625,0.0009963193221373256,-808.4888916015625
,,36700,,11.7,-9.553606300000002,0.0012403083965182304,6699,-88.41104125976562,41510.765625,0.0009963184209367906,-831.3235473632812
4484,230,36716,159,,,0.001220681588165462,6715,-89.23416900634766,34328.49609375,0.000996316818804519,-847.391357421875
4488,230,36752,159,,,0.00117766042239964,6751,-89.7624282836914,48432.73828125,0.000996313214016328,-858.3541259765625
4492,231,36795,158,,,0.0011282457271590829,6794,-90.21884155273438,35205.4375,0.000996308908314193,-904.0732421875
,,36800,,6.6,-3.719521999999999,0.001122635672800243,6799,-89.99028015136719,35836.265625,0.0009963084076523617,-885.9520263671875
4496,232,36834,158,,,0.0010852111736312509,6833,-90.16606140136719,45099.02734375,0.0009963050031585809,-1014.7781982421875
4500,233,36855,157,,,0.001062715775333345,6854,-90.51123809814453,71887.8125,0.000996302900388822,-1054.20068359375
,,36900,,11.2,-7.835919,0.0010161041282117367,6899,-91.19404602050781,58401.53125,0.000996298394468569,-1037.1331787109375
4504,234,36911,157,,,0.0010050374548882246,6910,-92.02163696289062,51315.7109375,0.0009962972930244957,-1090.71240234375
4508,235,36955,157,,,0.0009619327029213309,6954,-91.98249816894531,63855.1953125,0.000996292887260379,-1213.3828125
4512,235,36986,156,,,0.0009326572762802243,6985,-92.98332977294922,48007.25,0.0009962897832109957,-1279.3212890625
,,37000,,11.4,-7.556306999999999,0.0009197253384627402,6999,-93.00770568847656,67855.953125,0.0009962883813854119,-1163.8427734375
4516,236,37016,156,,,0.0009051839588209987,7015,-93.20161437988281,45788.15234375,0.0009962867793014457,-1284.7744140625
4520,237,37065,155,,,0.0008620447479188442,7064,-93.43096160888672,68997.1875,0.0009962818729353248,-1410.146240234375
4524,238,37091,155,,,0.0008399953367188573,7090,-93.6331787109375,92448.6875,0.0009962792695671953,-1470.96875
,,37100,,8.8,-4.9522844,0.0008324944647029042,7099,-94.25341796875,95637.953125,0.0009962783684028889,-1483.48486328125
4528,239,37132,155,,,0.000806376279797405,7131,-93.56383514404297,100874.890625,0.0009962751642697354,-1502.393310546875
4532,240,37171,154,,,0.0007756612612865865,7170,-94.8128890991211,117812.5234375,0.0009962712592463873,-1536.2598876953125
,,37200,,7.3,-4.057330500000001,0.0007535782642662525,7199,-95.23242950439453,129697.234375,0.0009962683555209994,-1556.1588134765625
4536,241,37227,154,,,0.0007335913833230734,7226,-95.85736846923828,117201.921875,0.0009962656520601427,-1719.8154296875
4540,242,37264,153,,,0.0007070458377711475,7263,-95.83564758300781,144455.15625,0.000996261947329402,-1847.108154296875
,,37300,,10.9,-7.0035768,0.0006821107235737145,7299,-97.46090698242188,166647.78125,0.0009962583427397423,-1878.275390625
4544,243,37307,153,,,0.0006773662171326578,7306,-97.06330871582031,133636.484375,0.000996257641848823,-1936.83203125
4548,243,37344,153,,,0.000652854039799422,7343,-97.41602325439453,209286.8125,0.0009962539371478692,-2009.1270751953125
4552,244,37377,152,,,0.0006317452061921358,7376,-97.08323669433594,137917.078125,0.0009962506329667495,-2062.790771484375
,,37400,,8.9,-5.7609625,0.0006174372974783182,7399,-97.73025512695312,227805.4375,0.0009962483300591165,-2204.861328125
4556,245,37418,152,,,0.0006064742337912321,7417,-97.8165283203125,325568.875,0.0009962465277872908,-2342.459228515625
4560,246,37456,152,,,0.0005839610239490867,7455,-98.47311401367188,217172.21875,0.0009962427230019214,-2436.799072265625
,,37500,,11.5,-7.228356499999999,0.000558929517865181,7499,-98.89971923828125,228125.03125,0.0009962383174791207,-2438.927490234375
4564,247,37500,151,,,,,,,,
4568,248,37535,151,,,0.0005397785571403801,7534,-99.44933319091797,240372.15625,0.0009962348130998961,-2655.1484375
4572,248,37578,150,,,0.0005171563243493438,7577,-100.21914672851562,399793.625,0.0009962305077365812,-2856.45263671875
,,37600,,7.5,-3.2977295,0.0005059439572505653,7599,-100.9752197265625,463787.9375,0.0009962283049997544,-2846.44580078125
4576,249,37611,150,,,0.0005004278500564396,7610,-100.42781066894531,334958.6875,0.0009962272036331675,-3027.88134765625
4580,250,37650,150,,,0.0004813683044631034,7649,-101.22432708740234,389251.46875,0.0009962232987978069,-3069.189208984375
,,37700,,14.0,-10.6371959,0.00045797700295224786,7699,-101.02851867675781,544460.4375,0.0009962182926210163,-3239.759521484375
4584,251,37706,149,,,0.00045524819870479405,7705,-102.5136489868164,582701.25,0.0009962176918814922,-3235.534423828125
4588,252,37740,149,,,0.00044009124394506216,7739,-102.48145294189453,666726.25,0.0009962142876976969,-3572.8818359375
4592,252,37764,149,,,0.0004296958795748651,7763,-102.20631408691406,609089.375,0.0009962118847514332,-3501.73388671875
4596,253,37793,149,,,0.0004174672649241984,7792,-102.79810333251953,836793.0,0.000996208981199098,-3845.69775390625
,,37800,,7.4,-3.9374367999999995,0.0004145679122302681,7799,-103.52751159667969,569166.625,0.0009962082803429057,-4158.66748046875
4600,254,37840,148,,,0.00039838007069192827,7839,-103.90304565429688,759509.6875,0.0009962042754598367,-4106.8671875
4604,255,37869,148,,,0.00038702774327248335,7868,-104.1463851928711,962473.25,0.0009962013719296795,-4226.29931640625
,,37900,,9.0,-5.383907500000001,0.0003752631018869579,7899,-104.78865051269531,910170.875,0.000996198268165421,-4416.34423828125
4608,255,37900,148,,,,,,,,
4612,256,37946,147,,,0.0003584634396247566,7945,-104.30413818359375,964598.625,0.0009961936625975682,-4677.9150390625
